-6.52E-04,0,4.00E-02,,-6.96E-04,1.60E-01,4.00E-02
-6.52E-04,-8.00E-02,8.00E-02,,-6.96E-04,8.00E-02,0
-6.51E-04,0,4.00E-02,,-6.95E-04,8.00E-02,0
-6.51E-04,8.00E-02,8.00E-02,,-6.95E-04,8.00E-02,-4.00E-02
-6.50E-04,8.00E-02,8.00E-02,,-6.94E-04,1.60E-01,0
-6.50E-04,8.00E-02,8.00E-02,,-6.94E-04,8.00E-02,0
-6.50E-04,0,0,,-6.94E-04,8.00E-02,0
-6.49E-04,0,8.00E-02,,-6.93E-04,8.00E-02,0
-6.49E-04,-8.00E-02,4.00E-02,,-6.93E-04,1.60E-01,4.00E-02
-6.48E-04,8.00E-02,4.00E-02,,-6.92E-04,1.60E-01,0
-6.48E-04,-8.00E-02,8.00E-02,,-6.92E-04,8.00E-02,0
-6.48E-04,0,8.00E-02,,-6.92E-04,8.00E-02,-4.00E-02
-6.47E-04,-1.60E-01,1.20E-01,,-6.91E-04,8.00E-02,0
-6.47E-04,8.00E-02,4.00E-02,,-6.91E-04,1.60E-01,-4.00E-02
-6.46E-04,0,8.00E-02,,-6.90E-04,1.60E-01,0
-6.46E-04,-8.00E-02,4.00E-02,,-6.90E-04,8.00E-02,0
-6.46E-04,0,8.00E-02,,-6.90E-04,2.40E-01,0
-6.45E-04,0,8.00E-02,,-6.89E-04,8.00E-02,-4.00E-02
-6.45E-04,-8.00E-02,1.20E-01,,-6.89E-04,8.00E-02,-4.00E-02
-6.44E-04,0,8.00E-02,,-6.88E-04,8.00E-02,-8.00E-02
-6.44E-04,-8.00E-02,8.00E-02,,-6.88E-04,8.00E-02,0
-6.44E-04,0,1.20E-01,,-6.88E-04,1.60E-01,-4.00E-02
-6.43E-04,-8.00E-02,1.20E-01,,-6.87E-04,1.60E-01,0
-6.43E-04,0,8.00E-02,,-6.87E-04,8.00E-02,-4.00E-02
-6.42E-04,0,1.20E-01,,-6.86E-04,8.00E-02,-1.20E-01
-6.42E-04,0,8.00E-02,,-6.86E-04,8.00E-02,-4.00E-02
-6.42E-04,-8.00E-02,8.00E-02,,-6.86E-04,1.60E-01,0
-6.41E-04,-8.00E-02,0,,-6.85E-04,0,-4.00E-02
-6.41E-04,0,8.00E-02,,-6.85E-04,8.00E-02,-4.00E-02
-6.40E-04,0,8.00E-02,,-6.84E-04,2.40E-01,-4.00E-02
-6.40E-04,-8.00E-02,8.00E-02,,-6.84E-04,1.60E-01,0
-6.40E-04,-1.60E-01,8.00E-02,,-6.84E-04,1.60E-01,0
-6.39E-04,0,8.00E-02,,-6.83E-04,1.60E-01,-4.00E-02
-6.39E-04,-8.00E-02,8.00E-02,,-6.83E-04,1.60E-01,0
-6.38E-04,-8.00E-02,8.00E-02,,-6.82E-04,1.60E-01,0
-6.38E-04,-8.00E-02,8.00E-02,,-6.82E-04,8.00E-02,-4.00E-02
-6.38E-04,0,4.00E-02,,-6.82E-04,8.00E-02,0
-6.37E-04,-8.00E-02,4.00E-02,,-6.81E-04,1.60E-01,-4.00E-02
-6.37E-04,0,1.20E-01,,-6.81E-04,1.60E-01,-4.00E-02
-6.36E-04,-1.60E-01,4.00E-02,,-6.80E-04,8.00E-02,0
-6.36E-04,8.00E-02,8.00E-02,,-6.80E-04,8.00E-02,-4.00E-02
-6.36E-04,0,8.00E-02,,-6.80E-04,8.00E-02,4.00E-02
-6.35E-04,0,8.00E-02,,-6.79E-04,8.00E-02,-4.00E-02
-6.35E-04,-8.00E-02,0,,-6.79E-04,2.40E-01,4.00E-02
-6.34E-04,0,8.00E-02,,-6.78E-04,1.60E-01,4.00E-02
-6.34E-04,-8.00E-02,4.00E-02,,-6.78E-04,1.60E-01,4.00E-02
-6.34E-04,0,4.00E-02,,-6.78E-04,8.00E-02,4.00E-02
-6.33E-04,-8.00E-02,8.00E-02,,-6.77E-04,1.60E-01,4.00E-02
-6.33E-04,0,0,,-6.77E-04,1.60E-01,4.00E-02
-6.32E-04,-8.00E-02,8.00E-02,,-6.76E-04,0,0
-6.32E-04,-8.00E-02,4.00E-02,,-6.76E-04,1.60E-01,0
-6.32E-04,0,1.20E-01,,-6.76E-04,8.00E-02,4.00E-02
-6.31E-04,0,8.00E-02,,-6.75E-04,1.60E-01,-4.00E-02
-6.31E-04,-8.00E-02,4.00E-02,,-6.75E-04,1.60E-01,-4.00E-02
-6.30E-04,0,4.00E-02,,-6.74E-04,8.00E-02,0
-6.30E-04,0,4.00E-02,,-6.74E-04,8.00E-02,4.00E-02
-6.30E-04,-8.00E-02,8.00E-02,,-6.74E-04,0,0
-6.29E-04,-8.00E-02,8.00E-02,,-6.73E-04,2.40E-01,4.00E-02
-6.29E-04,0,4.00E-02,,-6.73E-04,1.60E-01,0
-6.28E-04,0,1.20E-01,,-6.72E-04,2.40E-01,0
-6.28E-04,0,1.20E-01,,-6.72E-04,8.00E-02,0
-6.28E-04,0,1.20E-01,,-6.72E-04,8.00E-02,-4.00E-02
-6.27E-04,-8.00E-02,0,,-6.71E-04,8.00E-02,4.00E-02
